taxonomy_id	name	rank	lineage	InfA-30_diamond.diamond	PI2-20_diamond.diamond	InfA-33_diamond.diamond	InfB-22_diamond.diamond	RSA-24_diamond.diamond	RSV-25_diamond.diamond
36035	Saccharomycodes ludwigii	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycodales;Saccharomycodaceae;Saccharomycodes;Saccharomycodes ludwigii	0	3	2	11	0	0
159122	Simian immunodeficiency virus SIV-mnd 2	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Lentivirus simimdef;Simian immunodeficiency virus;Simian immunodeficiency virus - mnd;Simian immunodeficiency virus SIV-mnd 2	0	3	0	6	15	0
408139	Leptospira kmetyi	species	cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira;Leptospira kmetyi	0	1	23	0	0	0
544	Citrobacter	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter	0	2	0	47	173	0
1148196	Luteimonas dalianensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas dalianensis	0	3	0	0	0	0
11723	Simian immunodeficiency virus	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Lentivirus simimdef;Simian immunodeficiency virus	0	6	5	7	103	4
154981	Aliiroseovarius crassostreae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Aliiroseovarius;Aliiroseovarius crassostreae	0	1	0	0	0	0
2911970	Moraxella sp. ZY200743	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;unclassified Moraxella;Moraxella sp. ZY200743	0	1	0	0	0	11
522262	Staphylococcus rostri	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus rostri	0	1	0	0	0	0
386891	Moraxella bovoculi	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella bovoculi	0	1	0	0	0	661
912	Nitrobacter hamburgensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Nitrobacter;Nitrobacter hamburgensis	0	1	0	1	0	0
1774	Mycobacteroides chelonae	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacteroides;Mycobacteroides chelonae	0	8	0	0	0	0
365349	Pelosinus fermentans	species	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Pelosinus;Pelosinus fermentans	0	2	3	0	0	0
1333996	Variibacter gotjawalensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Variibacter;Variibacter gotjawalensis	0	1	0	0	0	0
2639971	unclassified Methyloversatilis	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Methyloversatilis;unclassified Methyloversatilis	0	1	0	0	0	0
2683284	Algicella marina	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Algicella;Algicella marina	0	1	0	0	0	0
1578	Lactobacillus	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	0	2	0	0	0	0
5148	Sordariaceae	family	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Sordariaceae	0	1	0	1	0	0
2615080	unclassified Ornithinimicrobium	no rank	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium;unclassified Ornithinimicrobium	0	1	0	0	0	0
3136289	Thermogladius sp. KZ2Tp1	species	cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Thermogladius;unclassified Thermogladius;Thermogladius sp. KZ2Tp1	0	1	0	0	0	0
254245	Aquicella	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella	0	2	1	1	0	8
119045	Methylobacteriaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae	0	1	2	0	0	0
101201	Trichoderma asperellum	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma asperellum	0	3	10	1	0	0
1071380	Henningerozyma blattae CBS 6284	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Henningerozyma;Henningerozyma blattae;Henningerozyma blattae CBS 6284	0	3	1	46	0	1
1296096	Kwoniella pini CBS 10737	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella pini;Kwoniella pini CBS 10737	0	5	0	4	0	0
1296109	Cryptococcus bacillisporus CA1280	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus gattii species complex;Cryptococcus bacillisporus;Cryptococcus bacillisporus CA1280	0	3	1	1	0	0
1452514	Sosuga virus	no rank	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Pararubulavirus;Pararubulavirus sosugaense;Sosuga virus	0	2	0	0	0	0
46913	Devosia	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia	0	2	1	1	12	1
284811	Eremothecium gossypii ATCC 10895	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Eremothecium;Eremothecium gossypii;Eremothecium gossypii ATCC 10895	0	1	3	5	2	0
2222	Methanothrix	genus	cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanotrichales;Methanotrichaceae;Methanothrix	0	1	1	0	0	0
1217274	Asticcacaulis solisilvae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;Asticcacaulis solisilvae	0	1	0	0	0	0
2978392	Phyllobacterium sp. A18/5-2	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Phyllobacterium;unclassified Phyllobacterium;Phyllobacterium sp. A18/5-2	0	2	0	0	3	0
41294	Nitrobacteraceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae	0	1	400	4	2212	0
543877	Pelagerythrobacter marensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Pelagerythrobacter;Pelagerythrobacter marensis	0	1	0	0	0	0
5052	Aspergillus	genus	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus	0	3	1	1	0	0
3064797	Haladaptataceae	family	cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haladaptataceae	0	1	0	0	0	0
28037	Streptococcus mitis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mitis group;Streptococcus mitis	0	6	0	0	0	4
1505757	Siccibacter colletis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Siccibacter;Siccibacter colletis	0	2	19	0	0	0
49319	Rubrobacter xylanophilus	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter xylanophilus	0	1	0	0	0	0
284592	Debaryomyces hansenii CBS767	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Serinales;Debaryomycetaceae;Debaryomyces;Debaryomyces hansenii;Debaryomyces hansenii CBS767	0	1	0	1	0	0
3093767	Pseudomonas hormoni	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas hormoni	0	1	0	0	0	0
418701	Litorivicinus lipolyticus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Litorivicinaceae;Litorivicinus;Litorivicinus lipolyticus	0	1	0	0	0	0
1235591	Pseudorhodoplanes sinuspersici	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiales incertae sedis;Pseudorhodoplanes;Pseudorhodoplanes sinuspersici	0	1	0	0	0	0
120831	Dyadobacter	genus	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Spirosomataceae;Dyadobacter	0	1	0	0	0	0
2749086	Hyphobacterium sp. CCMP332	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Hyphobacterium;unclassified Hyphobacterium;Hyphobacterium sp. CCMP332	0	1	0	0	0	0
1543705	Nitrospirillum	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Nitrospirillum	0	1	0	2	0	1
296745	Caldalkalibacillus thermarum	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Caldalkalibacillus;Caldalkalibacillus thermarum	0	1	0	1	0	0
29494	Vibrio furnissii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio furnissii	0	1	0	0	0	0
3152141	Orthototiviridae	family	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Alphatotivirineae;Orthototiviridae	0	1	0	0	0	0
2560200	Pararubulavirus	genus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Pararubulavirus	0	1	0	0	0	0
2116560	Mount Mabu Lophuromys virus 2	no rank	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Jeilongvirus;Jeilongvirus mabuense;Mount Mabu Lophuromys virus 2	0	1	0	0	0	0
2842319	Fiersviridae	family	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae	0	1	0	2	1	0
171163	Halosimplex	genus	cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halosimplex	0	1	0	0	0	0
3126698	Knoellia sp. S7-12	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Knoellia;unclassified Knoellia;Knoellia sp. S7-12	0	1	0	0	0	0
2780077	Moraxella sp. K1664	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;unclassified Moraxella;Moraxella sp. K1664	0	3	0	2394	0	7113
45151	Pyrenophora tritici-repentis	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Pleosporineae;Pleosporaceae;Pyrenophora;Pyrenophora tritici-repentis	0	1	0	1	0	0
76890	Asticcacaulis	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis	0	1	0	0	0	0
3056647	Nostoc sp. GT001	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc;Nostoc sp. GT001	0	1	0	0	0	0
3680951	Phyllobacterium sp. K27	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Phyllobacterium;unclassified Phyllobacterium;Phyllobacterium sp. K27	0	4	3	0	4	15
325217	unclassified Mesorhizobium	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;unclassified Mesorhizobium	0	1	0	0	16	0
118882	Brucellaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae	0	3	0	0	0	0
2829597	Kordiimonas sp. SCSIO 12610	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas;unclassified Kordiimonas;Kordiimonas sp. SCSIO 12610	0	1	0	1	0	0
2919922	Acinetobacter sedimenti	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sedimenti	0	1	0	0	0	1
234	Brucella	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella/Ochrobactrum group;Brucella	0	1	0	0	0	0
32025	Helicobacter hepaticus	species	cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter hepaticus	0	2	0	0	0	0
264691	Trichormus variabilis	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae;Trichormus;Trichormus variabilis	0	5	0	111	0	10
2169971	Visna-maedi virus	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Lentivirus ovivismae;Visna-maedi virus	0	1	0	4	17	0
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	strain	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhimurium;Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	0	1	0	1	0	0
121719	Pannonibacter phragmitetus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Pannonibacter;Pannonibacter phragmitetus	0	1	0	18	0	0
128785	Pseudoxanthomonas mexicana	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas mexicana	0	1	0	0	0	0
3342640	Roseomonas sp. CCTCC AB2023176	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Roseomonas;unclassified Roseomonas;Roseomonas sp. CCTCC AB2023176	0	2	2	2	0	0
1890424	Synechococcales	order	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales	0	1	0	0	0	0
2611147	unclassified Sphingobium	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingobiaceae;Sphingobium;unclassified Sphingobium	0	1	0	0	0	0
2608889	unclassified Escherichia	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;unclassified Escherichia	0	1	7	0	0	0
199306	Coccidioides posadasii	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Coccidioides;Coccidioides posadasii	0	1	2	0	0	0
334819	Fusarium verticillioides 7600	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Nectriaceae;Fusarium;Fusarium fujikuroi species complex;Fusarium verticillioides;Fusarium verticillioides 7600	0	1	25	33	0	0
2045	Pimelobacter simplex	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Pimelobacter;Pimelobacter simplex	0	1	0	0	0	0
487	Neisseria meningitidis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis	0	2	0	0	0	29
426428	Fusarium oxysporum f. sp. lycopersici 4287	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Nectriaceae;Fusarium;Fusarium oxysporum species complex;Fusarium oxysporum;Fusarium oxysporum f. sp. lycopersici;Fusarium oxysporum f. sp. lycopersici 4287	0	2	1	25	0	0
3052562	Orthorubulavirus suis	species	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Orthorubulavirus;Orthorubulavirus suis	0	2	0	0	0	0
49546	Flavobacteriaceae	family	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae	0	1	1	0	1	21
231454	Dyella	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella	0	1	0	0	0	0
4909	Pichia kudriavzevii	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Pichiales;Pichiaceae;Pichia;Pichia kudriavzevii	0	2	1	1	0	0
3065865	Candidatus Thiodiazotropha sp. CDECU1	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;Candidatus Thiodiazotropha;unclassified Candidatus Thiodiazotropha;Candidatus Thiodiazotropha sp. CDECU1	0	1	0	0	0	0
209	Helicobacter	genus	cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter	0	1	1	0	0	0
78	Caulobacter sp.	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;unclassified Caulobacter;Caulobacter sp.	0	1	1	0	0	0
1112597	Bat Paramyxovirus Epo_spe/AR1/DRC/2009	no rank	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Orthorubulavirus;unclassified Orthorubulavirus;Bat mumps orthorubulavirus;Bat Paramyxovirus Epo_spe/AR1/DRC/2009	0	1	0	0	0	0
352472	Dictyostelium discoideum AX4	strain	cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium discoideum;Dictyostelium discoideum AX4	0	1	18	3	0	1
727	Haemophilus influenzae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae	0	1	0	0	0	1
3133280	Sorangium sp. So ce124	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Sorangium;unclassified Sorangium;Sorangium sp. So ce124	0	2	0	1	0	0
2282397	Novosphingobium humi	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium humi	0	1	2	1	0	0
780	Rickettsia	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia	0	1	0	1	0	0
1448929	Fervidibacter sacchari	species	cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Candidatus Fervidibacterota;Fervidibacteria;Fervidibacterales;Fervidibacteraceae;Fervidibacter;Fervidibacter sacchari	0	2	0	0	0	0
3366811	Alcaligenes sp. WGS1538	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes;unclassified Alcaligenes;Alcaligenes sp. WGS1538	0	1	0	0	0	0
2619626	unclassified Calothrix	no rank	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Calotrichaceae;Calothrix;unclassified Calothrix	0	1	0	1	0	0
332648	Botrytis cinerea B05.10	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis cinerea;Botrytis cinerea B05.10	0	1	8	6	0	0
171	Leptospira	genus	cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	0	1	0	4	0	0
