#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_010731115.1	PRJNA224116	SAMD00153196	na	reference genome	319706	319706	Mycolicibacterium phocaicum	strain=JCM 15301	na	latest	Complete Genome	Major	Full	2020-02-06	ASM1073111v1	Department of Infection Metagenomics, Osaka University	GCA_010731115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/115/GCF_010731115.1_ASM1073111v1	na	assembly from type material	na	haploid	bacteria	5853197	5853197	67	1	1	1	NCBI RefSeq	GCF_010731115.1-RS_2025_12_09	2025-12-09	5690	5481	71	31287781
GCF_010730955.1	PRJNA224116	SAMD00153195	na	reference genome	319707	319707	Mycolicibacterium aubagnense	strain=JCM 15296	na	latest	Complete Genome	Major	Full	2020-02-06	ASM1073095v1	Department of Infection Metagenomics, Osaka University	GCA_010730955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/730/955/GCF_010730955.1_ASM1073095v1	na	assembly from type material	na	haploid	bacteria	6321928	6321928	66.5	2	2	2	NCBI RefSeq	GCF_010730955.1-RS_2025_12_10	2025-12-10	6188	5933	88	31287781
GCF_000196275.1	PRJNA224116	SAMN02598303	na	reference genome	319795	68909	Deinococcus geothermalis DSM 11300	strain=DSM 11300	na	latest	Complete Genome	Major	Full	2007-10-17	ASM19627v1	US DOE Joint Genome Institute	GCA_000196275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/275/GCF_000196275.1_ASM19627v1	na	assembly from type material	na	haploid	bacteria	3247018	3247018	66.5	3	3	3	NCBI RefSeq	GCF_000196275.1-RS_2025_12_13	2025-12-13	3172	3056	63	na
GCF_030166435.1	PRJNA224116	SAMN35302191	na	na	319939	319939	Metapseudomonas otitidis	strain=TL17	na	latest	Complete Genome	Major	Full	2023-06-05	ASM3016643v1	Shandong First Medical University	GCA_030166435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/166/435/GCF_030166435.1_ASM3016643v1	na	na	na	haploid	bacteria	6062106	6062106	67	1	1	1	NCBI RefSeq	GCF_030166435.1-RS_2025_06_05	2025-06-05	5608	5494	81	na
GCF_023498005.1	PRJNA224116	SAMN28167653	na	reference genome	319947	319947	Streptomyces durmitorensis	strain=MS405	na	latest	Complete Genome	Major	Full	2022-05-18	ASM2349800v1	Hunan Institute of Agricultural Biotechnology	GCA_023498005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/498/005/GCF_023498005.1_ASM2349800v1	na	assembly from type material	na	haploid	bacteria	9862620	9862620	70.5	2	2	2	NCBI RefSeq	GCF_023498005.1-RS_2025_05_25	2025-05-25	8721	8468	90	na
GCF_042466525.1	PRJNA224116	SAMN40941954	na	na	319970	319970	Enterococcus devriesei	strain=Ed-CK-24	na	latest	Complete Genome	Major	Full	2024-10-11	Enterococcus devriesei Ed-CK-24	University of Bern	GCA_042466525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/466/525/GCF_042466525.1_Enterococcus_devriesei_Ed-CK-24	na	na	na	haploid	bacteria	3468287	3468287	40	3	3	3	NCBI RefSeq	GCF_042466525.1-RS_2024_10_02	2024-10-02	3357	3225	89	na
GCF_000762285.1	PRJNA224116	SAMN02798191	na	na	320389	13373	Burkholderia mallei NCTC 10247	strain=NCTC 10247	na	latest	Complete Genome	Major	Full	2014-10-02	ASM76228v1	Los Alamos National Laboratory	GCA_000762285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/762/285/GCF_000762285.1_ASM76228v1	na	na	na	haploid	bacteria	5827656	5827656	68.5	2	2	2	NCBI RefSeq	GCF_000762285.1-RS_2026_01_24	2026-01-24	5278	4921	70	25414490
GCF_000020305.1	PRJNA224116	SAMN02604306	na	reference genome	320483	770	Anaplasma marginale str. Florida	strain=Florida	na	latest	Complete Genome	Major	Full	2009-02-03	ASM2030v1	Washington State University	GCA_000020305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/305/GCF_000020305.1_ASM2030v1	na	na	na	haploid	bacteria	1202435	1202435	50	1	1	1	NCBI RefSeq	GCF_000020305.1-RS_2026_01_08	2026-01-08	995	925	44	1280624;7693596;7927726;8063397;8975906;10925201;12379676;15557651;19134224
GCF_002005465.1	PRJNA224116	SAMN04396918	na	reference genome	320497	320497	Neoasaia chiangmaiensis	strain=NBRC 101099	na	latest	Complete Genome	Major	Full	2017-02-22	ASM200546v1	Technische Universitaet Muenchen	GCA_002005465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/465/GCF_002005465.1_ASM200546v1	na	assembly from type material	na	haploid	bacteria	3407860	3407860	61.5	1	1	1	NCBI RefSeq	GCF_002005465.1-RS_2025_12_15	2025-12-15	3251	3106	70	na
GCF_965140425.1	PRJNA224116	SAMEA114501253	na	na	320778	320778	Photobacterium ganghwense	na	daa05ea6-4f3f-4f7c-82d4-3ed073323da5	latest	Complete Genome	Major	Full	2025-02-14	piPlaSpeb1.Photobacterium_ganghwense_1.1	WELLCOME SANGER INSTITUTE	GCA_965140425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/965/140/425/GCF_965140425.1_piPlaSpeb1.Photobacterium_ganghwense_1.1	derived from metagenome	na	na	haploid	bacteria	5532899	5532899	50.5	6	6	6	NCBI RefSeq	GCF_965140425.1-RS_2025_02_14	2025-02-14	5061	4741	242	na
GCF_001050135.1	PRJNA224116	SAMN03846661	na	reference genome	320787	320787	Cyclobacterium amurskyense	strain=KCTC 12363	na	latest	Complete Genome	Major	Full	2015-07-08	ASM105013v1	Korea Research Institute of Bioscience and Biotechnology	GCA_001050135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/135/GCF_001050135.1_ASM105013v1	na	assembly from type material	na	haploid	bacteria	6158829	6158829	38.5	1	1	1	NCBI RefSeq	GCF_001050135.1-RS_2025_11_21	2025-11-21	4857	4776	54	na
GCF_963692985.1	PRJNA224116	SAMEA114126818	na	na	320912	320912	Maribacter dokdonensis	na	44847	latest	Complete Genome	Major	Full	2023-12-06	peCruMari1.Maribacter_dokdonensis_1.1	WELLCOME SANGER INSTITUTE	GCA_963692985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/692/985/GCF_963692985.1_peCruMari1.Maribacter_dokdonensis_1.1	na	na	na	haploid	bacteria	4490751	4490751	36	1	1	1	NCBI RefSeq	GCF_963692985.1-RS_2025_12_10	2025-12-10	3851	3787	49	na
GCF_052496575.1	PRJNA224116	SAMN48970957	na	na	321265	321265	Halomonas mongoliensis	strain=BS238	na	latest	Complete Genome	Major	Full	2025-09-10	ASM5249657v1	Institute of Petroleum and Natural Resources (IPR), Pontifical Catholic University of Rio Grande do Sul	GCA_052496575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/496/575/GCF_052496575.1_ASM5249657v1	na	na	na	haploid	bacteria	3620713	3620713	67.5	1	1	1	NCBI RefSeq	GCF_052496575.1-RS_2025_09_09	2025-09-09	3363	3260	80	na
GCF_036287335.1	PRJNA224116	SAMN39225574	na	reference genome	321318	321318	Dietzia cinnamea	strain=55	na	latest	Chromosome	Major	Full	2024-01-29	ASM3628733v1	University of California, Los Angeles	GCA_036287335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/287/335/GCF_036287335.1_ASM3628733v1	na	na	na	haploid	bacteria	3695287	3695187	71	2	2	2	NCBI RefSeq	GCF_036287335.1-RS_2024_12_11	2024-12-11	3449	3322	65	na
GCF_000013205.1	PRJNA224116	SAMN02604048	na	na	321327	321327	Synechococcus sp. JA-3-3Ab	strain=JA-3-3Ab	na	latest	Complete Genome	Major	Full	2006-02-07	ASM1320v1	TIGR	GCA_000013205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/205/GCF_000013205.1_ASM1320v1	na	na	na	haploid	bacteria	2932766	2932766	60	1	1	1	NCBI RefSeq	GCF_000013205.1-RS_2024_08_13	2024-08-13	2835	2714	57	16391090;18059494
GCF_000013225.1	PRJNA224116	SAMN02604049	na	na	321332	321332	Synechococcus sp. JA-2-3B'a(2-13)	strain=JA-2-3B'a(2-13)	na	latest	Complete Genome	Major	Full	2006-02-07	ASM1322v1	TIGR	GCA_000013225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/225/GCF_000013225.1_ASM1322v1	na	na	na	haploid	bacteria	3046682	3046682	58.5	1	1	1	NCBI RefSeq	GCF_000013225.1-RS_2024_08_13	2024-08-13	2832	2729	53	16391090;18059494
GCF_050990515.1	PRJNA224116	SAMN41551859	na	na	321661	321661	Pseudomonas vranovensis	strain=PSE4	na	latest	Complete Genome	Major	Full	2025-06-19	ASM5099051v1	College of Resources and Environmental science	GCA_050990515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/990/515/GCF_050990515.1_ASM5099051v1	na	na	na	haploid	bacteria	6120583	6120583	62.5	1	1	1	NCBI RefSeq	GCF_050990515.1-RS_2025_06_18	2025-06-18	5689	5494	97	na
GCF_024748715.1	PRJNA224116	SAMN23038793	na	na	321662	321662	Pseudomonas moraviensis	strain=B21-039	na	latest	Complete Genome	Major	Full	2022-08-26	ASM2474871v1	Agriculture and Agri-food Canada	GCA_024748715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/748/715/GCF_024748715.1_ASM2474871v1	na	na	na	haploid	bacteria	6056657	6056657	60	1	1	1	NCBI RefSeq	GCF_024748715.1-RS_2024_12_16	2024-12-16	5368	5172	89	na
GCF_000934565.1	PRJNA224116	SAMN03372067	na	reference genome	321846	321846	Pseudomonas simiae	strain=PCL1751	na	latest	Complete Genome	Major	Full	2015-02-25	ASM93456v1	Academia Sinica	GCA_000934565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/934/565/GCF_000934565.1_ASM93456v1	na	na	na	haploid	bacteria	6143950	6143950	60.5	1	1	1	NCBI RefSeq	GCF_000934565.1-RS_2025_03_28	2025-03-28	5697	5524	93	26452056
GCF_004322755.1	PRJNA224116	SAMN10970106	na	reference genome	321983	321983	Pseudoduganella albidiflava	strain=DSM 17472	na	latest	Complete Genome	Major	Full	2019-03-03	ASM432275v1	University of Tuebingen	GCA_004322755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/322/755/GCF_004322755.1_ASM432275v1	na	assembly from type material	na	haploid	bacteria	7437157	7437157	66	1	1	1	NCBI RefSeq	GCF_004322755.1-RS_2025_08_26	2025-08-26	6241	6098	121	na
GCF_004421005.1	PRJNA224116	SAMN11096935	na	reference genome	321984	321984	Pseudoduganella plicata	strain=DSM 17505	na	latest	Complete Genome	Major	Full	2019-03-27	ASM442100v1	University of Tuebingen	GCA_004421005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/421/005/GCF_004421005.1_ASM442100v1	na	assembly from type material	na	haploid	bacteria	5887622	5887622	65	1	1	1	NCBI RefSeq	GCF_004421005.1-RS_2025_08_26	2025-08-26	5283	5043	107	na
GCF_004209755.1	PRJNA224116	SAMN10873118	na	reference genome	321985	321985	Pseudoduganella lutea	strain=DSM 17473	na	latest	Chromosome	Major	Full	2019-02-19	ASM420975v1	University of Tuebingen	GCA_004209755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/209/755/GCF_004209755.1_ASM420975v1	na	assembly from type material	na	haploid	bacteria	7504949	7504849	64.5	1	1	1	NCBI RefSeq	GCF_004209755.1-RS_2025_08_26	2025-08-26	6385	6163	117	na
GCF_020886775.1	PRJNA224116	SAMD00286437	na	reference genome	322009	322009	Sinomonas cyclohexanicum	strain=ATCC 51369	na	latest	Complete Genome	Major	Full	2021-09-13	ASM2088677v1	Department of Life Science & Biotechnology, Kansai University	GCA_020886775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/886/775/GCF_020886775.1_ASM2088677v1	na	assembly from type material	na	haploid	bacteria	4413566	4413566	70.5	1	1	1	NCBI RefSeq	GCF_020886775.1-RS_2025_08_25	2025-08-25	4142	3966	68	34583900
GCF_022845615.1	PRJNA224116	SAMD00389853	na	reference genome	322095	322095	Porphyromonas somerae	strain=CE91-St14	na	latest	Complete Genome	Major	Full	2022-02-04	ASM2284561v1	Laboratory for Microbiome Sciences, Center for Integrative Medical Sciences, RIKEN	GCA_022845615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/845/615/GCF_022845615.1_ASM2284561v1	na	na	na	haploid	bacteria	2727503	2727503	46.5	1	1	1	NCBI RefSeq	GCF_022845615.1-RS_2025_11_22	2025-11-22	2315	2223	57	na
GCF_000012225.1	PRJNA224116	SAMN02603687	na	na	322098	229545	Aster yellows witches'-broom phytoplasma AYWB	strain=AYWB	na	latest	Complete Genome	Major	Full	2006-01-18	ASM1222v1	Ohio State University	GCA_000012225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/225/GCF_000012225.1_ASM1222v1	na	na	na	haploid	bacteria	723970	723970	27	5	5	5	NCBI RefSeq	GCF_000012225.1-RS_2025_04_26	2025-04-26	709	603	41	16672622
GCF_045689975.1	PRJNA224116	SAMN39555937	na	reference genome	322509	322509	Dietzia kunjamensis	strain=IITR165	na	latest	Complete Genome	Major	Full	2024-12-06	ASM4568997v1	CSIR-Indian Institute of Toxicology Research	GCA_045689975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/689/975/GCF_045689975.1_ASM4568997v1	na	na	na	haploid	bacteria	3536561	3536561	70.5	2	2	2	NCBI RefSeq	GCF_045689975.1-RS_2024_12_05	2024-12-05	3318	3217	62	na
GCF_009866725.1	PRJNA224116	SAMN06234846	na	na	322535	322535	Pseudomonas sp. S19	strain=S19	na	latest	Complete Genome	Major	Full	2020-01-14	ASM986672v1	University of Applied Sciences and Arts Western Switzerland	GCA_009866725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/866/725/GCF_009866725.1_ASM986672v1	na	na	na	haploid	bacteria	6098674	6098674	61	1	1	1	NCBI RefSeq	GCF_009866725.1-RS_2024_05_04	2024-05-04	5522	5345	93	25398872
GCF_000013885.1	PRJNA224116	SAMN02598307	na	reference genome	323097	912	Nitrobacter hamburgensis X14	strain=X14	na	latest	Complete Genome	Major	Full	2006-04-17	ASM1388v1	DOE Joint Genome Institute	GCA_000013885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/885/GCF_000013885.1_ASM1388v1	na	assembly from type material	na	haploid	bacteria	5011522	5011522	61.5	4	4	4	NCBI RefSeq	GCF_000013885.1-RS_2025_05_26	2025-05-26	4919	4503	59	na
GCF_000012725.1	PRJNA224116	SAMN02598308	na	reference genome	323098	913	Nitrobacter winogradskyi Nb-255	strain=Nb-255	na	latest	Complete Genome	Major	Full	2005-09-15	ASM1272v1	DOE Joint Genome Institute	GCA_000012725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/725/GCF_000012725.1_ASM1272v1	na	assembly from type material	na	haploid	bacteria	3402093	3402093	62	1	1	1	NCBI RefSeq	GCF_000012725.1-RS_2025_05_26	2025-05-26	3202	3050	56	16517654
GCF_000012805.1	PRJNA224116	SAMN02598329	na	reference genome	323261	1229	Nitrosococcus oceani ATCC 19707	strain=ATCC 19707; JCM30415 (Type strain)	na	latest	Complete Genome	Major	Full	2005-10-06	ASM1280v1	DOE Joint Genome Institute	GCA_000012805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/805/GCF_000012805.1_ASM1280v1	na	assembly from type material	na	haploid	bacteria	3522111	3522111	50.5	2	2	2	NCBI RefSeq	GCF_000012805.1-RS_2025_04_26	2025-04-26	3363	3255	55	na
GCF_002117085.1	PRJNA224116	SAMN06075339	na	reference genome	323273	323273	Nonlabens tegetincola	strain=NBRC 100970	na	latest	Complete Genome	Major	Full	2017-05-02	ASM211708v1	Atmosphere and Ocean Research Institute, The University of Tokyo	GCA_002117085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/085/GCF_002117085.1_ASM211708v1	na	assembly from heterotypic synonym type material	na	haploid	bacteria	2835711	2835711	35.5	1	1	1	NCBI RefSeq	GCF_002117085.1-RS_2025_11_22	2025-11-22	2610	2536	49	na
GCF_003076515.1	PRJNA224116	SAMN06948887	na	na	323284	323284	Alcaligenes aquatilis	strain=BU33N	na	latest	Chromosome	Major	Full	2018-05-01	ASM307651v1	Laboratory of Biotechnology and Bio-Geo resources Valorization	GCA_003076515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/076/515/GCF_003076515.1_ASM307651v1	na	na	na	haploid	bacteria	3838399	3837999	56	1	1	4	NCBI RefSeq	GCF_003076515.1-RS_2025_03_30	2025-03-30	3494	3419	61	na
GCF_003585765.1	PRJNA224116	SAMN06924458	na	reference genome	323450	323450	Pontibacter actiniarum	strain=DSM 19842	na	latest	Complete Genome	Major	Full	2017-05-19	ASM358576v1	Lawrence Berkeley National Laboratory	GCA_003585765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/585/765/GCF_003585765.1_ASM358576v1	na	assembly from type material	na	haploid	bacteria	4974797	4974797	53	2	2	2	NCBI RefSeq	GCF_003585765.1-RS_2025_03_05	2025-03-05	4358	4264	69	na
GCF_000196355.1	PRJNA224116	SAMN02598322	na	reference genome	323848	1231	Nitrosospira multiformis ATCC 25196	strain=ATCC 25196	na	latest	Complete Genome	Major	Full	2005-11-15	ASM19635v1	DOE Joint Genome Institute	GCA_000196355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/355/GCF_000196355.1_ASM19635v1	na	assembly from type material	na	haploid	bacteria	3234309	3234309	54	4	4	4	NCBI RefSeq	GCF_000196355.1-RS_2025_03_12	2025-03-12	2921	2829	50	18390676
GCF_000016065.1	PRJNA224116	SAMN00623064	na	reference genome	323850	359303	Shewanella loihica PV-4	strain=PV-4	na	latest	Complete Genome	Major	Full	2007-03-07	ASM1606v1	US DOE Joint Genome Institute	GCA_000016065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/065/GCF_000016065.1_ASM1606v1	na	assembly from type material	na	haploid	bacteria	4602594	4602594	53.5	1	1	1	NCBI RefSeq	GCF_000016065.1-RS_2025_08_18	2025-08-18	4037	3898	125	na
GCF_000023585.1	PRJNA224116	SAMN00000047	na	na	324057	324057	Paenibacillus sp. JDR-2	strain=JDR-2	na	latest	Complete Genome	Major	Full	2009-07-02	ASM2358v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000023585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/585/GCF_000023585.1_ASM2358v1	na	na	na	haploid	bacteria	7184930	7184930	50.5	1	1	1	NCBI RefSeq	GCF_000023585.1-RS_2025_02_19	2025-02-19	6376	6213	126	22675593
GCF_002999395.1	PRJNA224116	SAMN07352414	na	na	324078	324078	Mesoplasma coleopterae	strain=BARC 786	na	latest	Chromosome	Major	Full	2018-03-14	ASM299939v1	Universite de Sherbrooke	GCA_002999395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/999/395/GCF_002999395.1_ASM299939v1	na	na	na	haploid	bacteria	765660	765560	27.5	1	1	2	NCBI RefSeq	GCF_002999395.1-RS_2025_03_30	2025-03-30	706	668	38	na
GCF_009730595.1	PRJNA224116	SAMN13340650	na	reference genome	324079	324079	Spiroplasma tabanidicola	strain=TAUS-1	na	latest	Complete Genome	Major	Full	2019-12-05	ASM973059v1	Academia Sinica	GCA_009730595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/595/GCF_009730595.1_ASM973059v1	na	assembly from type material	na	haploid	bacteria	1284335	1284335	25	1	1	1	NCBI RefSeq	GCF_009730595.1-RS_2025_05_05	2025-05-05	1173	1123	35	na
GCF_000018865.1	PRJNA224116	SAMN02598539	na	reference genome	324602	1108	Chloroflexus aurantiacus J-10-fl	strain=J-10-fl	na	latest	Complete Genome	Major	Full	2007-12-20	ASM1886v1	US DOE Joint Genome Institute	GCA_000018865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/865/GCF_000018865.1_ASM1886v1	na	assembly from type material	na	haploid	bacteria	5258541	5258541	56.5	1	1	1	NCBI RefSeq	GCF_000018865.1-RS_2025_04_10	2025-04-10	4137	4027	60	na
GCF_040703065.1	PRJNA224116	SAMN41327269	na	reference genome	324767	324767	Bacillus infantis	strain=AR001	na	latest	Chromosome	Major	Full	2024-07-15	ASM4070306v1	University of Alaska Anchorage	GCA_040703065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/703/065/GCF_040703065.1_ASM4070306v1	na	na	na	haploid	bacteria	4903022	4902922	46	1	1	1	NCBI RefSeq	GCF_040703065.1-RS_2024_12_22	2024-12-22	4979	4806	134	na
GCF_000020645.1	PRJNA224116	SAMN02598283	na	reference genome	324925	34090	Pelodictyon phaeoclathratiforme BU-1	strain=BU-1	na	latest	Complete Genome	Major	Full	2008-07-18	ASM2064v1	US DOE Joint Genome Institute	GCA_000020645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/645/GCF_000020645.1_ASM2064v1	na	assembly from type material	na	haploid	bacteria	3018238	3018238	48	1	1	1	NCBI RefSeq	GCF_000020645.1-RS_2025_12_11	2025-12-11	2921	2772	61	na
GCF_000815025.1	PRJNA224116	SAMN03273000	na	reference genome	325775	325775	Coxiella endosymbiont of Amblyomma americanum	na	C904	latest	Complete Genome	Major	Full	2015-01-06	ASM81502v1	Portland State University	GCA_000815025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/025/GCF_000815025.1_ASM81502v1	na	na	na	haploid	bacteria	656901	656901	34.5	1	1	1	NCBI RefSeq	GCF_000815025.1-RS_2025_08_11	2025-08-11	613	563	44	na
GCF_000015245.1	PRJNA224116	SAMN02598298	na	reference genome	326297	60478	Shewanella amazonensis SB2B	strain=SB2B	na	latest	Complete Genome	Major	Full	2006-12-21	ASM1524v1	DOE Joint Genome Institute	GCA_000015245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/245/GCF_000015245.1_ASM1524v1	na	assembly from type material	na	haploid	bacteria	4306142	4306142	53.5	1	1	1	NCBI RefSeq	GCF_000015245.1-RS_2025_12_13	2025-12-13	3813	3669	130	na
GCF_000012965.1	PRJNA224116	SAMN02598289	na	reference genome	326298	39766	Sulfurimonas denitrificans DSM 1251	strain=DSM 1251	na	latest	Complete Genome	Major	Full	2005-11-03	ASM1296v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000012965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/965/GCF_000012965.1_ASM1296v1	na	assembly from type material	na	haploid	bacteria	2201561	2201561	34.5	1	1	1	NCBI RefSeq	GCF_000012965.1-RS_2025_05_27	2025-05-27	2220	2154	60	18065616
GCF_038023985.1	PRJNA224116	SAMN40515945	na	na	326329	326329	Polaribacter dokdonensis	strain=KCTC 12392	na	latest	Complete Genome	Major	Full	2024-04-09	ASM3802398v1	Cong Sun Research Group	GCA_038023985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/023/985/GCF_038023985.1_ASM3802398v1	na	assembly from type material	na	haploid	bacteria	3087453	3087453	30	1	1	1	NCBI RefSeq	GCF_038023985.1-RS_2025_04_08	2025-04-08	2793	2739	45	na
GCF_000058485.1	PRJNA224116	SAMEA3138259	na	reference genome	326424	1859	Frankia alni ACN14a	strain=ACN14a	na	latest	Complete Genome	Major	Full	2006-08-03	ASM5848v1	Genoscope	GCA_000058485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/058/485/GCF_000058485.1_ASM5848v1	na	assembly from type material	na	haploid	bacteria	7497934	7497934	73	1	1	1	NCBI RefSeq	GCF_000058485.1-RS_2025_08_31	2025-08-31	6109	5930	54	17151343
GCF_000021945.1	PRJNA224116	SAMN00623036	na	reference genome	326427	152260	Chloroflexus aggregans DSM 9485	strain=DSM 9485	na	latest	Complete Genome	Major	Full	2009-01-05	ASM2194v1	US DOE Joint Genome Institute	GCA_000021945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/945/GCF_000021945.1_ASM2194v1	na	assembly from type material	na	haploid	bacteria	4684931	4684931	56.5	1	1	1	NCBI RefSeq	GCF_000021945.1-RS_2025_12_13	2025-12-13	3899	3812	59	na
